"Ajatempel","Kasutajanimi","Nimi","Klass","2. periood hommik 1. valik","2. periood hommik 2. valik","2. periood hommik 3. valik","2. periood õhtu 1. valik","2. periood õhtu 2. valik","2. periood õhtu 3. valik","3. periood hommik 1. valik","3. periood hommik 2. valik","3. periood hommik 3. valik","3. periood õhtu 1. valik","3. periood õhtu 2. valik","3. periood õhtu 3. valik","4. periood hommik 1. valik","4. periood hommik 2. valik","4. periood hommik 3. valik","4. periood õhtu 1. valik","4. periood õhtu 2. valik","4. periood õhtu 3. valik","5. periood hommik 1. valik","5. periood hommik 2. valik","5. periood hommik 3. valik","5. periood õhtu 1. valik","5. periood õhtu 2. valik","5. periood õhtu 3. valik"
"2020/07/08 5:36:15 PM GMT +3","boqwTxN@fakegmail.com","Jessica 461","12","Ei taha","Geoinformaatika","Kirjandus ja film","Astronoomia","Astronoomia","Prantsuse keel 1","Natuurist joonistamine","Ladina keel 1","Küberkaitse 1","Turundus","Keskkonnakeemia 3. periood","Fotograafia 1","Ei taha","Programmeerimine keeles Python 2","Programmeerimine keeles Python 2","Ei taha","Arvutivõrkude alused","Inimene ja ühiskond 4. periood","Programmeerimine keeles Java 2","Tänavakunst","Globaalne keskkond","Karjääriõpetus","Ei taha","Ajakirjanduse praktika"
"2020/07/08 5:36:20 PM GMT +3","PdLWsOL@fakegmail.com","Samantha 462","10","Finantsmõtlemine","Globaliseeruv maailm","Kirjandus ja film","Linux Raspberry Pi näitel","Hispaania keel 1","Soome keel 1","Filosoofia 1","Natuurist joonistamine","Astrofüüsika 3. periood","Veebidisain","Ettevõtlusõpe 3. periood","Ei taha","Joonestamine 4. periood","Köögifüüsika","Kujutav geomeetria","Majandusõpe","Inimene ja ühiskond 4. periood","Riigikaitse 1","Raamatukunst","Tänavakunst","Liiklusfüüsika","Mobiilirakenduste loomine (APP Inventor)","CAD joonestamine","Projektikirjutamisõpe"
"2020/07/08 5:36:24 PM GMT +3","JoEkcUq@fakegmail.com","Grace 463","10","Värvus ja kompositsioon","Ei taha","Kirjandus ja film","Ei taha","Prantsuse keel 1","Soome keel 1","Küberkaitse 1","Ladina keel 1","Ladina keel 1","Arvutite riistvara ja lisaseadmed","Inimene ja ühiskond 3. periood","Veebidisain","Joonestamine 4. periood","Köögifüüsika","Matemaatika ajaloo elemente ja rakendusi","Millest ELU koosneb?","Riigikaitse 1","Riigikaitse 1","Tänavakunst","Globaalne keskkond","3D-modelleerimine 5. periood","Karjääriõpetus","Ajakirjanduse praktika","Projektikirjutamisõpe"
"2020/07/08 5:36:29 PM GMT +3","bemgyTK@fakegmail.com","Madison 464","10","Programmeerimine keeles Python 1 hommikul","Joonestamine 2. periood","Joonestamine 2. periood","Õpioskused","Hiina keel 1","Ei taha","Filosoofia 1","Ei taha","Keemilised elemendid","Arvutite riistvara ja lisaseadmed","Teadusajalugu 3. periood","Veebidisain","Kujutav geomeetria","Joonestamine 4. periood","Klassikaline skulptuur","Ei taha","Ei taha","Millest ELU koosneb?","Raamatukunst","Laboratoorsed tööd bioloogias","Ettevõtlusõpe 5. periood","Riigikaitse 2","Mobiilirakenduste loomine (APP Inventor)","Karjääriõpetus"
"2020/07/08 5:36:34 PM GMT +3","xfBWOlj@fakegmail.com","Grace 465","12","Keskkonnakeemia 2. periood","Globaliseeruv maailm","Planimeetria alused","Prantsuse keel 1","Hispaania keel 1","Linux Raspberry Pi näitel","Küberkaitse 1","Programmeerimine keeles Java 1","Loomade käitumine 3. periood","Fotograafia 1","Ei taha","Statistiline maailmapilt","Loominguline joonistamine 2","Loomade käitumine 4. periood","Loogika 4. periood","Teater Vanemuise kultuuritänavas","Majandusõpe","Majandusõpe","Filosoofia 2","Globaalne keskkond","Ei taha","Ei taha","Ajakirjanduse praktika","Karjääriõpetus"
"2020/07/08 5:36:38 PM GMT +3","fLDfYWj@fakegmail.com","Kayla 466","11","Astrofüüsika 2. periood","Geoinformaatika","Kirjandus ja film","Soome keel 1","Astronoomia","Prantsuse keel 1","Keemilised elemendid","3D-modelleerimine 3. periood","Küberkaitse 1","Keskkonnakeemia 3. periood","Inimene ja ühiskond 3. periood","Fotograafia 1","Programmeerimine keeles Python 2","Praktiline kommunikatsioon","Matemaatika ajaloo elemente ja rakendusi","Arvutivõrkude alused","Ei taha","Majandusõpe","Raamatukunst","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Ei taha","CAD joonestamine","Ei taha"
"2020/07/08 5:36:43 PM GMT +3","EhTyNDt@fakegmail.com","Hannah 467","10","Värvus ja kompositsioon","Loominguline joonestamine 1","Geoinformaatika","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Linux Raspberry Pi näitel","Loovkirjutamine","3D-modelleerimine 3. periood","Ajakirjanduse alused","Keskkonnakeemia 3. periood","Keskkonnakeemia 3. periood","Statistiline maailmapilt","Joonestamine 4. periood","Loogika 4. periood","Programmeerimine keeles Python 2","Riigikaitse 1","Millest ELU koosneb?","Millest ELU koosneb?","Laboratoorsed tööd bioloogias","Filosoofia 2","Programmeerimine keeles Java 2","Projektikirjutamisõpe","Projektikirjutamisõpe","Riigikaitse 2"
"2020/07/08 5:36:47 PM GMT +3","ISHgLLd@fakegmail.com","Alexis 468","10","Planimeetria alused","Geoinformaatika","Orgaaniline arhitektuur","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Programmeerimine keeles Python 1 õhtul","Astronoomia","Ei taha","Astrofüüsika 3. periood","Loomade käitumine 3. periood","Vaimne tervis ja selle hoidmine","Ei taha","Vaimne tervis ja selle hoidmine","Kasutame füüsikat!","Kujutav geomeetria","Klassikaline skulptuur","Ei taha","Arvutivõrkude alused","Psühholoogia alused","Ettevõtlusõpe 5. periood","Raamatukunst","Laboratoorsed tööd bioloogias","CAD joonestamine","Karjääriõpetus","Projektikirjutamisõpe"
"2020/07/08 5:36:52 PM GMT +3","FQKUTPa@fakegmail.com","Kayla 469","11","Keskkonnakeemia 2. periood","Värvus ja kompositsioon","Programmeerimine keeles Python 1 hommikul","Astronoomia","Hiina keel 1","Linux Raspberry Pi näitel","Ajakirjanduse alused","Keemilised elemendid","Muusikaline kirjaoskus","Teadusajalugu 3. periood","Ei taha","Turundus","Köögifüüsika","Ei taha","Klassikaline skulptuur","Riigikaitse 1","Teater Vanemuise kultuuritänavas","Psühholoogia alused","Programmeerimine keeles Java 2","Tänavakunst","3D-modelleerimine 5. periood","Projektikirjutamisõpe","Mobiilirakenduste loomine (APP Inventor)","Teadusajalugu 5. periood"
"2020/07/08 5:36:57 PM GMT +3","VrUpPHL@fakegmail.com","Alexis 470","10","Planimeetria alused","Globaliseeruv maailm","Loogika 2. periood","Astronoomia","Meediakursus","Meediakursus","Ladina keel 1","Loomade käitumine 3. periood","Ladina keel 1","Turundus","Teadusajalugu 3. periood","Keskkonnakeemia 3. periood","Joonestamine 4. periood","Joonestamine 4. periood","Kasutame füüsikat!","Majandusõpe","Millest ELU koosneb?","Ei taha","Liiklusfüüsika","Programmeerimine keeles Java 2","Tänavakunst","Karjääriõpetus","Ei taha","Ajakirjanduse praktika"
"2020/07/08 5:37:02 PM GMT +3","dlqKEuO@fakegmail.com","Alexis 471","12","Astrofüüsika 2. periood","Orgaaniline arhitektuur","Finantsmõtlemine","Soome keel 1","Inimene ja õigus","Inimene ja õigus","Natuurist joonistamine","Keemilised elemendid","Loomade käitumine 3. periood","Ei taha","Teadusajalugu 3. periood","Sissejuhatus ehitusinseneeriasse","Kasutame füüsikat!","Kasutame füüsikat!","Joonestamine 4. periood","Riigikaitse 1","Majandusõpe","Inimene ja ühiskond 4. periood","Liiklusfüüsika","Ei taha","Ettevõtlusõpe 5. periood","Mobiilirakenduste loomine (APP Inventor)","Riigikaitse 2","Riigikaitse 2"
"2020/07/08 5:37:06 PM GMT +3","GzKwKiU@fakegmail.com","Elizabeth 472","12","Kirjandus ja film","Orgaaniline arhitektuur","Ei taha","Hispaania keel 1","Inimene ja õigus","Inimene ja õigus","Ajakirjanduse alused","3D-modelleerimine 3. periood","Loovkirjutamine","Teadusajalugu 3. periood","Ettevõtlusõpe 3. periood","Veebidisain","Joonestamine 4. periood","Loodusteadused, tehnoloogia ja ühiskond","Köögifüüsika","Arvutivõrkude alused","Riigikaitse 1","Ei taha","Laboratoorsed tööd bioloogias","Laboratoorsed tööd bioloogias","Ettevõtlusõpe 5. periood","Ei taha","Projektikirjutamisõpe","Karjääriõpetus"
"2020/07/08 5:37:11 PM GMT +3","bXQNewn@fakegmail.com","Elizabeth 473","11","Geoinformaatika","Joonestamine 2. periood","Planimeetria alused","Õpioskused","Inimene ja õigus","Programmeerimine keeles Python 1 õhtul","Loomade käitumine 3. periood","Ajakirjanduse alused","Ladina keel 1","Statistiline maailmapilt","Keskkonnakeemia 3. periood","Veebidisain","Köögifüüsika","Kasutame füüsikat!","Joonestamine 4. periood","Riigikaitse 1","Psühholoogia alused","Riigikaitse 1","Majandusmatemaatika elemendid","Liiklusfüüsika","3D-modelleerimine 5. periood","Ei taha","Mobiilirakenduste loomine (APP Inventor)","Teadusajalugu 5. periood"
"2020/07/08 5:37:15 PM GMT +3","eUGxgxQ@fakegmail.com","Isabella 474","10","Värvus ja kompositsioon","Astrofüüsika 2. periood","Finantsmõtlemine","Hiina keel 1","Hiina keel 1","Õpioskused","Loovkirjutamine","Loovkirjutamine","3D-modelleerimine 3. periood","Veebidisain","Keskkonnakeemia 3. periood","Ettevõtlusõpe 3. periood","Ei taha","Loominguline joonistamine 2","Ei taha","Riigikaitse 1","Meditsiinikursus","Arvutivõrkude alused","Majandusmatemaatika elemendid","Majandusmatemaatika elemendid","Globaalne keskkond","Teadusajalugu 5. periood","Mobiilirakenduste loomine (APP Inventor)","Karjääriõpetus"
"2020/07/08 5:37:20 PM GMT +3","rmttCMy@fakegmail.com","Lauren 475","12","Geoinformaatika","Finantsmõtlemine","Ei taha","Õpioskused","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Loovkirjutamine","Natuurist joonistamine","Muusikaline kirjaoskus","Fotograafia 1","Vaimne tervis ja selle hoidmine","Inimene ja ühiskond 3. periood","Loogika 4. periood","Loomade käitumine 4. periood","Loogika 4. periood","Ei taha","Meditsiinikursus","Arvutivõrkude alused","3D-modelleerimine 5. periood","Tänavakunst","3D-modelleerimine 5. periood","Teadusajalugu 5. periood","Mobiilirakenduste loomine (APP Inventor)","Riigikaitse 2"
"2020/07/08 5:37:24 PM GMT +3","GLnHWlW@fakegmail.com","Elizabeth 476","12","Loominguline joonestamine 1","Loominguline joonestamine 1","Loominguline joonestamine 1","Programmeerimine keeles Python 1 õhtul","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Astrofüüsika 3. periood","Programmeerimine keeles Java 1","Natuurist joonistamine","Vaimne tervis ja selle hoidmine","Statistiline maailmapilt","Ettevõtlusõpe 3. periood","Loodusteadused, tehnoloogia ja ühiskond","Matemaatika ajaloo elemente ja rakendusi","Kujutav geomeetria","Meditsiinikursus","Psühholoogia alused","Riigikaitse 1","Ettevõtlusõpe 5. periood","Raamatukunst","Ei taha","Teadusajalugu 5. periood","Ei taha","Karjääriõpetus"
"2020/07/08 5:37:29 PM GMT +3","BIKlucD@fakegmail.com","Olivia 477","10","Orgaaniline arhitektuur","Ei taha","Ei taha","Ei taha","Programmeerimine keeles Python 1 õhtul","Programmeerimine keeles Python 1 õhtul","Muusikaline kirjaoskus","Keemilised elemendid","Filosoofia 1","Ettevõtlusõpe 3. periood","Vaimne tervis ja selle hoidmine","Ettevõtlusõpe 3. periood","Kujutav geomeetria","Kujutav geomeetria","Matemaatika ajaloo elemente ja rakendusi","Majandusõpe","Millest ELU koosneb?","Inimene ja ühiskond 4. periood","Liiklusfüüsika","Liiklusfüüsika","Majandusmatemaatika elemendid","Projektikirjutamisõpe","CAD joonestamine","Ei taha"
"2020/07/08 5:37:34 PM GMT +3","xHAkroo@fakegmail.com","Ashley 478","12","Ei taha","Värvus ja kompositsioon","Globaliseeruv maailm","Soome keel 1","Labortöid füüsikas 10. ja 11. klassile","Inimene ja õigus","Küberkaitse 1","Loomade käitumine 3. periood","Astrofüüsika 3. periood","Ei taha","Statistiline maailmapilt","Turundus","Kujutav geomeetria","Programmeerimine keeles Python 2","Matemaatika ajaloo elemente ja rakendusi","Ei taha","Arvutivõrkude alused","Inimene ja ühiskond 4. periood","Raamatukunst","Raamatukunst","3D-modelleerimine 5. periood","Riigikaitse 2","Ajakirjanduse praktika","Ei taha"
"2020/07/08 5:37:39 PM GMT +3","NLzSzre@fakegmail.com","Emily 479","11","Astrofüüsika 2. periood","Programmeerimine keeles Python 1 hommikul","Finantsmõtlemine","Prantsuse keel 1","Linux Raspberry Pi näitel","Hiina keel 1","3D-modelleerimine 3. periood","Ladina keel 1","3D-modelleerimine 3. periood","Veebidisain","Fotograafia 1","Turundus","Loominguline joonistamine 2","Ei taha","Loomade käitumine 4. periood","Ei taha","Riigikaitse 1","Psühholoogia alused","3D-modelleerimine 5. periood","Raamatukunst","Filosoofia 2","Riigikaitse 2","Projektikirjutamisõpe","Ajakirjanduse praktika"
"2020/07/08 5:37:44 PM GMT +3","dpcDGas@fakegmail.com","Samantha 480","11","Loogika 2. periood","Ei taha","Loogika 2. periood","Linux Raspberry Pi näitel","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Õpioskused","Ei taha","Ladina keel 1","Loomade käitumine 3. periood","Fotograafia 1","Vaimne tervis ja selle hoidmine","Vaimne tervis ja selle hoidmine","Loogika 4. periood","Klassikaline skulptuur","Kasutame füüsikat!","Majandusõpe","Riigikaitse 1","Ei taha","Laboratoorsed tööd bioloogias","Raamatukunst","Liiklusfüüsika","Projektikirjutamisõpe","Ajakirjanduse praktika","Projektikirjutamisõpe"
"2020/07/08 5:37:48 PM GMT +3","IjJSmvV@fakegmail.com","Ashley 481","11","Värvus ja kompositsioon","Kirjandus ja film","Globaliseeruv maailm","Meediakursus","Soome keel 1","Astronoomia","Loomade käitumine 3. periood","Astrofüüsika 3. periood","Programmeerimine keeles Java 1","Fotograafia 1","Inimene ja ühiskond 3. periood","Statistiline maailmapilt","Ei taha","Praktiline kommunikatsioon","Praktiline kommunikatsioon","Arvutivõrkude alused","Psühholoogia alused","Inimene ja ühiskond 4. periood","Liiklusfüüsika","Tänavakunst","Liiklusfüüsika","Mobiilirakenduste loomine (APP Inventor)","Ei taha","Riigikaitse 2"
"2020/07/08 5:37:53 PM GMT +3","QZmhCCh@fakegmail.com","Sarah 482","11","Loogika 2. periood","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 hommikul","Prantsuse keel 1","Labortöid füüsikas 10. ja 11. klassile","Prantsuse keel 1","Keemilised elemendid","Loomade käitumine 3. periood","Ajakirjanduse alused","Teadusajalugu 3. periood","Inimene ja ühiskond 3. periood","Ettevõtlusõpe 3. periood","Loomade käitumine 4. periood","Loomade käitumine 4. periood","Loogika 4. periood","Psühholoogia alused","Teater Vanemuise kultuuritänavas","Riigikaitse 1","Raamatukunst","Laboratoorsed tööd bioloogias","Ettevõtlusõpe 5. periood","CAD joonestamine","Projektikirjutamisõpe","Karjääriõpetus"
"2020/07/08 5:37:57 PM GMT +3","aaRzxmb@fakegmail.com","Samantha 483","10","Keskkonnakeemia 2. periood","Loogika 2. periood","Värvus ja kompositsioon","Ei taha","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Õpioskused","Astrofüüsika 3. periood","Ajakirjanduse alused","Astrofüüsika 3. periood","Keskkonnakeemia 3. periood","Arvutite riistvara ja lisaseadmed","Inimene ja ühiskond 3. periood","Kasutame füüsikat!","Loominguline joonistamine 2","Kujutav geomeetria","Teater Vanemuise kultuuritänavas","Meditsiinikursus","Inimene ja ühiskond 4. periood","Liiklusfüüsika","Ei taha","Programmeerimine keeles Java 2","Mobiilirakenduste loomine (APP Inventor)","CAD joonestamine","Ei taha"
"2020/07/08 5:38:02 PM GMT +3","hqnevmy@fakegmail.com","Samantha 484","11","Astrofüüsika 2. periood","Loominguline joonestamine 1","Geoinformaatika","Hispaania keel 1","Labortöid füüsikas 10. ja 11. klassile","Ei taha","Astrofüüsika 3. periood","Natuurist joonistamine","Loovkirjutamine","Vaimne tervis ja selle hoidmine","Turundus","Keskkonnakeemia 3. periood","Köögifüüsika","Programmeerimine keeles Python 2","Loominguline joonistamine 2","Psühholoogia alused","Arvutivõrkude alused","Meditsiinikursus","Ettevõtlusõpe 5. periood","Majandusmatemaatika elemendid","Raamatukunst","Mobiilirakenduste loomine (APP Inventor)","Mobiilirakenduste loomine (APP Inventor)","CAD joonestamine"
"2020/07/08 5:38:07 PM GMT +3","cXlpSBy@fakegmail.com","Isabella 485","10","Programmeerimine keeles Python 1 hommikul","Keskkonnakeemia 2. periood","Orgaaniline arhitektuur","Meediakursus","Soome keel 1","Programmeerimine keeles Python 1 õhtul","Keemilised elemendid","Keemilised elemendid","Programmeerimine keeles Java 1","Sissejuhatus ehitusinseneeriasse","Vaimne tervis ja selle hoidmine","Vaimne tervis ja selle hoidmine","Kasutame füüsikat!","Loominguline joonistamine 2","Joonestamine 4. periood","Millest ELU koosneb?","Ei taha","Psühholoogia alused","Globaalne keskkond","Ei taha","Laboratoorsed tööd bioloogias","Karjääriõpetus","Mobiilirakenduste loomine (APP Inventor)","Karjääriõpetus"
"2020/07/08 5:38:11 PM GMT +3","XeptVEl@fakegmail.com","Elizabeth 486","12","Loominguline joonestamine 1","Joonestamine 2. periood","Värvus ja kompositsioon","Hispaania keel 1","Programmeerimine keeles Python 1 õhtul","Astronoomia","3D-modelleerimine 3. periood","Küberkaitse 1","Loovkirjutamine","Turundus","Keskkonnakeemia 3. periood","Ei taha","Klassikaline skulptuur","Loomade käitumine 4. periood","Kasutame füüsikat!","Majandusõpe","Arvutivõrkude alused","Majandusõpe","Tänavakunst","Ei taha","Ei taha","Mobiilirakenduste loomine (APP Inventor)","Mobiilirakenduste loomine (APP Inventor)","CAD joonestamine"
"2020/07/08 5:38:16 PM GMT +3","MbnHdta@fakegmail.com","Samantha 487","12","Geoinformaatika","Keskkonnakeemia 2. periood","Ei taha","Õpioskused","Prantsuse keel 1","Ei taha","Muusikaline kirjaoskus","Loomade käitumine 3. periood","Loomade käitumine 3. periood","Inimene ja ühiskond 3. periood","Sissejuhatus ehitusinseneeriasse","Arvutite riistvara ja lisaseadmed","Ei taha","Praktiline kommunikatsioon","Loomade käitumine 4. periood","Meditsiinikursus","Riigikaitse 1","Inimene ja ühiskond 4. periood","Ettevõtlusõpe 5. periood","Laboratoorsed tööd bioloogias","Raamatukunst","Karjääriõpetus","Riigikaitse 2","Ajakirjanduse praktika"
"2020/07/08 5:38:21 PM GMT +3","egXRsDt@fakegmail.com","Samantha 488","11","Programmeerimine keeles Python 1 hommikul","Keskkonnakeemia 2. periood","Finantsmõtlemine","Labortöid füüsikas 10. ja 11. klassile","Prantsuse keel 1","Programmeerimine keeles Python 1 õhtul","Ladina keel 1","Ajakirjanduse alused","Programmeerimine keeles Java 1","Inimene ja ühiskond 3. periood","Turundus","Teadusajalugu 3. periood","Praktiline kommunikatsioon","Loomade käitumine 4. periood","Loominguline joonistamine 2","Meditsiinikursus","Majandusõpe","Psühholoogia alused","Tänavakunst","3D-modelleerimine 5. periood","Liiklusfüüsika","Ei taha","Ajakirjanduse praktika","Projektikirjutamisõpe"
"2020/07/08 5:38:25 PM GMT +3","HJpIQHI@fakegmail.com","Lauren 489","11","Ei taha","Loogika 2. periood","Planimeetria alused","Ei taha","Hiina keel 1","Prantsuse keel 1","Filosoofia 1","Loovkirjutamine","Ladina keel 1","Vaimne tervis ja selle hoidmine","Keskkonnakeemia 3. periood","Turundus","Ei taha","Kujutav geomeetria","Köögifüüsika","Millest ELU koosneb?","Riigikaitse 1","Millest ELU koosneb?","Ettevõtlusõpe 5. periood","Laboratoorsed tööd bioloogias","Ei taha","Ajakirjanduse praktika","Karjääriõpetus","CAD joonestamine"
"2020/07/08 5:38:30 PM GMT +3","HjchTfO@fakegmail.com","Abigail 490","12","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 hommikul","Orgaaniline arhitektuur","Hiina keel 1","Labortöid füüsikas 10. ja 11. klassile","Astronoomia","Muusikaline kirjaoskus","Küberkaitse 1","Loovkirjutamine","Arvutite riistvara ja lisaseadmed","Veebidisain","Keskkonnakeemia 3. periood","Loogika 4. periood","Kujutav geomeetria","Programmeerimine keeles Python 2","Ei taha","Arvutivõrkude alused","Majandusõpe","Raamatukunst","Ettevõtlusõpe 5. periood","Ettevõtlusõpe 5. periood","Karjääriõpetus","Karjääriõpetus","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:38:35 PM GMT +3","PMKafnm@fakegmail.com","Alyssa 491","10","Keskkonnakeemia 2. periood","Loominguline joonestamine 1","Programmeerimine keeles Python 1 hommikul","Soome keel 1","Hispaania keel 1","Soome keel 1","Muusikaline kirjaoskus","Ajakirjanduse alused","Küberkaitse 1","Veebidisain","Inimene ja ühiskond 3. periood","Keskkonnakeemia 3. periood","Joonestamine 4. periood","Praktiline kommunikatsioon","Programmeerimine keeles Python 2","Inimene ja ühiskond 4. periood","Arvutivõrkude alused","Riigikaitse 1","Globaalne keskkond","Majandusmatemaatika elemendid","Filosoofia 2","Projektikirjutamisõpe","Mobiilirakenduste loomine (APP Inventor)","Mobiilirakenduste loomine (APP Inventor)"
